CUSTOMER_ID,CHURN_PROBABILITY,CHURN_LABEL,CLIENT_TO_CONTACT,DISCOUNT
C102138,0.31561834223402546,STAY,NO,0.0
C102140,0.6389819423703784,LEAVE,YES,46.0
C102147,0.3378103535543545,STAY,NO,0.0
C102149,0.8067079832823668,LEAVE,YES,82.5
C102150,0.8531056147723026,LEAVE,YES,66.5
C102153,0.7729330899125968,LEAVE,YES,71.0
C102156,0.7435337615609332,LEAVE,YES,61.5
C102159,0.6306141008525409,LEAVE,YES,53.0
C102161,0.8208945280546092,LEAVE,YES,72.5
C102162,0.6207084901681759,LEAVE,YES,118.0
C102166,0.9286672781221786,LEAVE,YES,91.5
C102168,0.7673802884220117,LEAVE,YES,96.5
C102170,0.8133177925549145,LEAVE,YES,71.5
C102172,0.46424578557994745,STAY,NO,0.0
C102176,0.6052459002365196,LEAVE,YES,100.0
C102183,0.9002420019630599,LEAVE,YES,38.5
C102198,0.8987548279100228,LEAVE,YES,99.5
C102203,0.6120121107074663,LEAVE,YES,57.0
C102207,0.5652182382469778,LEAVE,YES,111.5
C102209,0.3354710985935639,STAY,NO,0.0
C102216,0.47129182748456233,STAY,NO,0.0
C102220,0.620444353720888,LEAVE,YES,93.5
C102224,0.7356880453096789,LEAVE,YES,64.0
C102226,0.5217652894152363,LEAVE,YES,65.65596696520926
C102234,0.9042321404190836,LEAVE,YES,50.5
C102236,0.8431855588964968,LEAVE,YES,77.0
C102239,0.4317047069392549,STAY,NO,0.0
C102247,0.3027889617252611,STAY,NO,0.0
C102250,0.804772424217244,LEAVE,YES,44.0
C102251,0.837285177825228,LEAVE,YES,77.0
C102254,0.5111977323606594,LEAVE,YES,74.3476258395088
C102255,0.40840435970784533,STAY,NO,0.0
C102257,0.5387295843481622,LEAVE,YES,67.03833056178719
C102258,0.5701426377015968,LEAVE,YES,74.0
C102260,0.8923689048321612,LEAVE,YES,78.0
C102266,0.9056366218981532,LEAVE,YES,69.0
C102268,0.9580894450618357,LEAVE,YES,62.5
C102269,0.569729095877428,LEAVE,YES,29.311307615542532
C102271,0.8721592625514741,LEAVE,YES,56.0
C102272,0.6028938774029091,LEAVE,YES,110.5
C102276,0.5432550484884151,LEAVE,YES,21.508792812328075
C102277,0.10124468957917437,STAY,NO,0.0
C102278,0.5677930125921353,LEAVE,YES,74.5
C102279,0.4501168170598013,STAY,NO,0.0
C102286,0.7506146326339479,LEAVE,YES,85.0
C102288,0.39626294369160037,STAY,NO,0.0
C102289,0.8560187958284081,LEAVE,YES,108.0
C102292,0.3994354998225699,STAY,NO,0.0
C102293,0.43234716407703777,STAY,NO,0.0
C102295,0.49397858426382113,STAY,NO,0.0
C102298,0.18218723966187284,STAY,NO,0.0
C102313,0.5675184081070207,LEAVE,YES,62.07483782959163
C102316,0.9051700307823662,LEAVE,YES,148.0
C102319,0.778516837027302,LEAVE,YES,62.0
C102323,0.6580756839346603,LEAVE,YES,57.5
C102324,0.7596803855548289,LEAVE,YES,95.0
C102325,0.8201502355228432,LEAVE,YES,62.0
C102330,0.676325683919265,LEAVE,YES,59.0
C102339,0.78805292210405,LEAVE,YES,61.0
C102340,0.7535316004842354,LEAVE,YES,67.5
C102342,0.6599385563522138,LEAVE,YES,57.0
C102343,0.6203602423411598,LEAVE,YES,104.5
C102356,0.8897280358571611,LEAVE,YES,69.5
C102359,0.3836822301961011,STAY,NO,0.0
C102360,0.8225007573338733,LEAVE,YES,52.0
C102368,0.42737663711520796,STAY,NO,0.0
C102372,0.6048624046793525,LEAVE,YES,71.5
C102375,0.8793360391144819,LEAVE,YES,73.5
C102384,0.9345623012528175,LEAVE,YES,129.0
C102385,0.8808757548935062,LEAVE,YES,58.0
C102386,0.8484382870595039,LEAVE,YES,78.0
C102388,0.6130362434010269,LEAVE,YES,59.5
C102392,0.8260576668346405,LEAVE,YES,57.0
C102394,0.7910689863359305,LEAVE,YES,47.5
C102398,0.92380955566928,LEAVE,YES,110.0
C102399,0.31339734448294687,STAY,NO,0.0
C102408,0.7511054223343857,LEAVE,YES,60.5
C102409,0.228491935943674,STAY,NO,0.0
C102411,0.2805558841988494,STAY,NO,0.0
C102413,0.8071746404775014,LEAVE,YES,56.5
C102418,0.8160727871665302,LEAVE,YES,103.5
C102419,0.7425232564850212,LEAVE,YES,131.5
C102421,0.6926757110861039,LEAVE,YES,100.0
C102424,0.747721531551689,LEAVE,YES,92.0
C102429,0.7996139663215606,LEAVE,YES,65.0
C102439,0.6088280805917919,LEAVE,YES,53.5
C102443,0.44317640023067256,STAY,NO,0.0
C102444,0.8096012613841114,LEAVE,YES,81.5
C102448,0.491696218499385,STAY,NO,0.0
C102451,0.3896180359754794,STAY,NO,0.0
C102452,0.5409408677078867,LEAVE,YES,119.82580824989282
C102453,0.34316687923023825,STAY,NO,0.0
C102454,0.7005547038218313,LEAVE,YES,84.5
C102455,0.6162725176229678,LEAVE,YES,64.5
C102459,0.5222672518829065,LEAVE,YES,80.87450182762572
C102465,0.9011535561692384,LEAVE,YES,73.0
C102466,0.8088239030596721,LEAVE,YES,48.5
C102473,0.3095611984702898,STAY,NO,0.0
C102475,0.7995772989495589,LEAVE,YES,69.5
C102479,0.34798680394846626,STAY,NO,0.0
C102484,0.61439768882382,LEAVE,YES,58.0
C102496,0.55791541704957,LEAVE,YES,54.16027296070055
C102497,0.9485017411197972,LEAVE,YES,112.5
C102503,0.8875359495546613,LEAVE,YES,73.0
C102508,0.29042465601268797,STAY,NO,0.0
C102512,0.8647064894863425,LEAVE,YES,119.5
C102516,0.944465960247716,LEAVE,YES,54.0
C102522,0.7135948625855465,LEAVE,YES,77.0
C102537,0.34743619008923965,STAY,NO,0.0
C102539,0.16821656997009843,STAY,NO,0.0
C102547,0.8829569415444636,LEAVE,YES,95.0
C102548,0.8506288850081998,LEAVE,YES,65.0
C102551,0.7949270761716739,LEAVE,YES,88.5
C102556,0.6869655924272405,LEAVE,YES,72.5
C102560,0.6284406857116819,LEAVE,YES,61.5
C102561,0.234843306487738,STAY,NO,0.0
C102570,0.5774384809546056,LEAVE,YES,58.13774075264347
C102577,0.47166197516018027,STAY,NO,0.0
C102580,0.6630340383974803,LEAVE,YES,81.5
C102582,0.8030267320257736,LEAVE,YES,55.0
C102589,0.835212117706173,LEAVE,YES,43.0
C102593,0.9852943433990402,LEAVE,YES,103.5
C102596,0.38757598607513033,STAY,NO,0.0
C102597,0.7912607953279588,LEAVE,YES,50.0
C102599,0.7175537246198072,LEAVE,YES,68.0
C102600,0.8874553626306794,LEAVE,YES,130.5
C102601,0.2694983606900975,STAY,NO,0.0
C102603,0.33442375177615746,STAY,NO,0.0
C102606,0.21558369036307812,STAY,NO,0.0
C102608,0.5594431234768176,LEAVE,YES,103.0
C102610,0.8018164946239115,LEAVE,YES,79.5
C102611,0.9742551589375883,LEAVE,YES,84.5
C102618,0.6935584404771189,LEAVE,YES,104.5
C102619,0.2999771453368037,STAY,NO,0.0
C102626,0.5619340094438782,LEAVE,YES,101.5
C102637,0.8616236863967133,LEAVE,YES,61.0
C102640,0.7026506552629573,LEAVE,YES,79.0
C102644,0.5537955796091945,LEAVE,YES,78.05349715786191
C102645,0.4508503564011522,STAY,NO,0.0
C102646,0.1927237454954872,STAY,NO,0.0
C102648,0.8224145636644533,LEAVE,YES,102.0
C102649,0.588634056989913,LEAVE,YES,47.09750352802156
C102650,0.8853089582709373,LEAVE,YES,43.0
C102659,0.6621434083460757,LEAVE,YES,91.0
C102661,0.91118740027704,LEAVE,YES,45.5
C102663,0.38395747986370143,STAY,NO,0.0
C102668,0.26430433980716295,STAY,NO,0.0
C102669,0.6431983050925162,LEAVE,YES,54.0
C102675,0.7462227576980607,LEAVE,YES,76.0
C102679,0.33691720382171253,STAY,NO,0.0
C102681,0.6268464234102102,LEAVE,YES,68.0
C102683,0.46658462552169117,STAY,NO,0.0
C102685,0.9361341034647152,LEAVE,YES,97.5
C102692,0.3555857151591361,STAY,NO,0.0
C102695,0.7650204574779368,LEAVE,YES,121.0
C102700,0.8807791799771152,LEAVE,YES,121.5
C102703,0.4827031156645814,STAY,NO,0.0
C102704,0.8199549256966412,LEAVE,YES,74.5
C102705,0.8927598532113609,LEAVE,YES,101.5
C102708,0.21333427687175685,STAY,NO,0.0
C102712,0.885024008578832,LEAVE,YES,78.0
C102715,0.6118645614118204,LEAVE,YES,85.0
C102723,0.8027465891214991,LEAVE,YES,62.5
C102727,0.8722350851212042,LEAVE,YES,68.0
C102731,0.8748184809355085,LEAVE,YES,123.5
C102745,0.8960725859051658,LEAVE,YES,68.5
C102749,0.4796622124206611,STAY,NO,0.0
C102762,0.3354427092744051,STAY,NO,0.0
C102763,0.36763946512319506,STAY,NO,0.0
C102768,0.814182346452568,LEAVE,YES,104.5
C102779,0.5233765910507239,LEAVE,YES,59.08571001869555
C102788,0.291909533857323,STAY,NO,0.0
C102789,0.4446693743088148,STAY,NO,0.0
C102798,0.7425866692718331,LEAVE,YES,92.0
C102800,0.8544368116965226,LEAVE,YES,63.0
C102801,0.9226153958852544,LEAVE,YES,72.0
C102807,0.7714701142228966,LEAVE,YES,87.0
C102814,0.45851436523530037,STAY,NO,0.0
C102816,0.5750565937499903,LEAVE,YES,69.0
C102821,0.9683807945218077,LEAVE,YES,102.0
C102823,0.6462843760298557,LEAVE,YES,76.0
C102829,0.3362515745255988,STAY,NO,0.0
C102836,0.5045578494470375,LEAVE,YES,52.060615481985614
C102838,0.757774341038176,LEAVE,YES,48.5
C102842,0.307270676975615,STAY,NO,0.0
C102844,0.2617091370902598,STAY,NO,0.0
C102851,0.8084178197169833,LEAVE,YES,92.5
C102853,0.33672686832662907,STAY,NO,0.0
C102856,0.6767857059339977,LEAVE,YES,76.5
C102859,0.8402733245535732,LEAVE,YES,111.0
C102863,0.9559971734418459,LEAVE,YES,150.0
C102870,0.8215686580978094,LEAVE,YES,65.5
C102875,0.4394344794845266,STAY,NO,0.0
C102881,0.9548226782559348,LEAVE,YES,96.0
C102887,0.786672626940628,LEAVE,YES,71.5
C102889,0.7200636021224102,LEAVE,YES,66.0
C102903,0.79917139467217,LEAVE,YES,58.5
C102908,0.7589523746466693,LEAVE,YES,86.0
C102911,0.24183550131462667,STAY,NO,0.0
C102921,0.3124707964853311,STAY,NO,0.0
C102931,0.5360199034901827,LEAVE,YES,103.10019963642854
C102934,0.878591676650174,LEAVE,YES,100.0
C102935,0.7549560234975872,LEAVE,YES,99.5
C102936,0.6978264699891804,LEAVE,YES,105.0
C102941,0.3198380170860191,STAY,NO,0.0
C102943,0.18258760419341014,STAY,NO,0.0
C102945,0.9344226986120988,LEAVE,YES,68.0
C102952,0.5935471133445216,LEAVE,YES,69.0
C102953,0.6431983050925162,LEAVE,YES,104.5
C102956,0.9118956703504765,LEAVE,YES,55.5
C102959,0.3566281405448128,STAY,NO,0.0
C102961,0.6682494042749029,LEAVE,YES,56.0
C102967,0.7944542337029149,LEAVE,YES,50.0
C102968,0.41219107809094896,STAY,NO,0.0
C102970,0.7131190287842617,LEAVE,YES,40.5
C102978,0.7702201827762757,LEAVE,YES,69.5
C102984,0.2605472263423193,STAY,NO,0.0
C102987,0.8867425439679022,LEAVE,YES,46.0
C102999,0.35580453136977414,STAY,NO,0.0
C103000,0.1512839132516454,STAY,NO,0.0
C103001,0.2827484638313117,STAY,NO,0.0
C103009,0.4017293108536514,STAY,NO,0.0
C103013,0.7946007782668273,LEAVE,YES,75.0
C103015,0.5910015147338281,LEAVE,YES,84.5
C103016,0.4864929874692843,STAY,NO,0.0
C103018,0.4170003988199288,STAY,NO,0.0
C103019,0.5372917484046554,LEAVE,YES,65.75813652505641
C103025,0.5295835489614985,LEAVE,YES,45.60627264095734
C103027,0.4976775314035523,STAY,NO,0.0
C103033,0.9073569657401999,LEAVE,YES,90.5
C103042,0.5843281864207847,LEAVE,YES,34.993270354400416
C103045,0.35393118178401395,STAY,NO,0.0
C103046,0.8310197504567539,LEAVE,YES,77.0
C103047,0.7386023354149619,LEAVE,YES,43.5
C103052,0.6267991839415605,LEAVE,YES,75.5
C103055,0.18296456998067873,STAY,NO,0.0
C103060,0.6506148869854413,LEAVE,YES,66.5
C103061,0.6506855324152272,LEAVE,YES,46.5
C103066,0.8125167519112014,LEAVE,YES,60.0
C103068,0.7660651758017417,LEAVE,YES,81.5
C103070,0.6116865390525777,LEAVE,YES,69.0
C103071,0.22757920772276097,STAY,NO,0.0
C103072,0.8218095960913,LEAVE,YES,144.5
C103073,0.3146591251143843,STAY,NO,0.0
C103074,0.5584589196205905,LEAVE,YES,79.91188605891506
C103080,0.3756661409456435,STAY,NO,0.0
C103087,0.3895135339504869,STAY,NO,0.0
C103094,0.3165236328389753,STAY,NO,0.0
C103097,0.4256507175444906,STAY,NO,0.0
C103100,0.848821810792954,LEAVE,YES,120.0
C103104,0.35408855519708504,STAY,NO,0.0
C103106,0.42078075223945627,STAY,NO,0.0
C103108,0.4484693974629148,STAY,NO,0.0
C103111,0.28653234663363086,STAY,NO,0.0
C103113,0.5635368009445548,LEAVE,YES,53.6796585067347
C103117,0.691773166569188,LEAVE,YES,112.5
C103118,0.8845887977225294,LEAVE,YES,53.5
C103123,0.5675179597972019,LEAVE,YES,85.0
C103126,0.6365808322762919,LEAVE,YES,90.0
C103128,0.83566073562016,LEAVE,YES,65.0
C103129,0.9657966194430975,LEAVE,YES,49.0
C103131,0.6172293269455584,LEAVE,YES,50.0
C103136,0.8515651365740894,LEAVE,YES,67.0
C103143,0.5908388912736617,LEAVE,YES,94.5
C103146,0.845805472614198,LEAVE,YES,102.0
C103151,0.7842110872204991,LEAVE,YES,105.0
C103158,0.2813426265770435,STAY,NO,0.0
C103164,0.36462841545864105,STAY,NO,0.0
C103170,0.8774762338802244,LEAVE,YES,53.0
C103171,0.8156522293532728,LEAVE,YES,66.0
C103175,0.3398985760775335,STAY,NO,0.0
C103176,0.5988752272751359,LEAVE,YES,89.0
C103182,0.9649127843216886,LEAVE,YES,60.5
C103183,0.8985847965799586,LEAVE,YES,80.5
C103195,0.7769745675950661,LEAVE,YES,81.5
C103201,0.8669467906552603,LEAVE,YES,87.0
C103213,0.9881382263989686,LEAVE,YES,77.5
C103221,0.7699677377613449,LEAVE,YES,131.5
C103226,0.7861001140606451,LEAVE,YES,47.5
C103229,0.5949414190288641,LEAVE,YES,42.949786293568906
C103230,0.8825280265535751,LEAVE,YES,103.5
C103233,0.8750648764594776,LEAVE,YES,69.0
C103235,0.7781679128005595,LEAVE,YES,41.0
C103237,0.7528867891050086,LEAVE,YES,110.5
C103247,0.8005857887232676,LEAVE,YES,68.5
C103251,0.5194241634054304,LEAVE,YES,104.27331594919468
C103254,0.36658228274231985,STAY,NO,0.0
C103255,0.38603377217394225,STAY,NO,0.0
C103270,0.9090709960695617,LEAVE,YES,100.0
C103274,0.7680042993753966,LEAVE,YES,55.0
C103278,0.5869695712298412,LEAVE,YES,88.5
C103283,0.7475666770689008,LEAVE,YES,79.0
C103287,0.6477030883512662,LEAVE,YES,41.0
C103292,0.7836208933049833,LEAVE,YES,112.5
C103293,0.24598450606791372,STAY,NO,0.0
C103297,0.5452339901586221,LEAVE,YES,155.0
C103298,0.8675698209830003,LEAVE,YES,77.5
C103299,0.31490886567904924,STAY,NO,0.0
C103303,0.8917731219868467,LEAVE,YES,72.5
C103324,0.9863101293677855,LEAVE,YES,45.0
C103326,0.5915098288100444,LEAVE,YES,68.0
C103329,0.4633765780635084,STAY,NO,0.0
C103333,0.49693067946349684,STAY,NO,0.0
C103347,0.6161907075429722,LEAVE,YES,102.0
C103349,0.8657225530222977,LEAVE,YES,156.5
C103354,0.9728844767149889,LEAVE,YES,112.5
C103361,0.7648668409621375,LEAVE,YES,69.0
C103364,0.33621374618158206,STAY,NO,0.0
C103367,0.19347835589512935,STAY,NO,0.0
C103377,0.646174149260835,LEAVE,YES,61.0
C103380,0.7616270652131422,LEAVE,YES,79.5
C103381,0.710294599750388,LEAVE,YES,70.5
C103382,0.44423970531881574,STAY,NO,0.0
C103385,0.7277517858158122,LEAVE,YES,63.5
C103387,0.41446933199654734,STAY,NO,0.0
C103391,0.5194091688229104,LEAVE,YES,69.4696028299053
C103395,0.8225032203883135,LEAVE,YES,113.5
C103396,0.4577110943996902,STAY,NO,0.0
C103399,0.7735747356078763,LEAVE,YES,87.0
C103400,0.41468356894978553,STAY,NO,0.0
C103403,0.29082930467396745,STAY,NO,0.0
C103409,0.41411659961527464,STAY,NO,0.0
C103410,0.5820773751089081,LEAVE,YES,42.96904113491064
C103412,0.5589613410061032,LEAVE,YES,73.28523980990937
C103413,0.5961352213945155,LEAVE,YES,64.0
C103422,0.4971178727926869,STAY,NO,0.0
C103423,0.8794666905939231,LEAVE,YES,57.0
C103426,0.8865100273895897,LEAVE,YES,91.5
C103427,0.5372917484046554,LEAVE,YES,69.519178763889
C103436,0.9196915462238614,LEAVE,YES,48.5
C103438,0.9151202325712728,LEAVE,YES,89.5
C103439,0.4736995805839097,STAY,NO,0.0
C103441,0.8436761913008811,LEAVE,YES,76.5
C103443,0.7132468317199875,LEAVE,YES,79.5
C103444,0.3035714628292189,STAY,NO,0.0
C103449,0.4296929810481153,STAY,NO,0.0
C103459,0.4919727377412626,STAY,NO,0.0
C103471,0.9013887836208951,LEAVE,YES,76.0
C103487,0.810864080721482,LEAVE,YES,83.5
C103488,0.44187386986348537,STAY,NO,0.0
C103493,0.5710678321514863,LEAVE,YES,111.0
C103497,0.586607764085707,LEAVE,YES,89.5
C103503,0.7878349027934861,LEAVE,YES,42.5
C103512,0.5386567782372285,LEAVE,YES,64.33463539673753
C103513,0.821808224453,LEAVE,YES,76.5
C103515,0.47267374360470965,STAY,NO,0.0
C103518,0.5892557139164448,LEAVE,YES,57.0
C103522,0.2936860841850139,STAY,NO,0.0
C103526,0.8933077924111583,LEAVE,YES,149.5
C103529,0.2059916765074146,STAY,NO,0.0
C103535,0.4691535512924683,STAY,NO,0.0
C103538,0.7906536686381735,LEAVE,YES,54.0
C103543,0.613132699735848,LEAVE,YES,77.0
C103546,0.822722416819713,LEAVE,YES,95.5
C103549,0.6335870707528014,LEAVE,YES,47.0
C103551,0.8509741456275576,LEAVE,YES,76.5
C103560,0.19687069514790628,STAY,NO,0.0
C103563,0.34766592149357023,STAY,NO,0.0
C103573,0.6256035297536343,LEAVE,YES,57.5
C103581,0.6892831695364406,LEAVE,YES,87.0
C103584,0.967371799383326,LEAVE,YES,118.5
C103586,0.7719051316427168,LEAVE,YES,60.5
C103591,0.8769103783319272,LEAVE,YES,110.5
C103592,0.6060961448089832,LEAVE,YES,54.0
C103596,0.9015685180316356,LEAVE,YES,105.5
C103603,0.6833998532374305,LEAVE,YES,61.5
C103604,0.7828238526922165,LEAVE,YES,70.0
C103611,0.5221690381641082,LEAVE,YES,111.66538589223721
C103615,0.8203147782641427,LEAVE,YES,93.0
C103618,0.6432476896136744,LEAVE,YES,63.5
C103619,0.7012263516088455,LEAVE,YES,69.0
C103620,0.8211158290962847,LEAVE,YES,37.0
C103622,0.7253836288197997,LEAVE,YES,101.0
C103624,0.5992775790567083,LEAVE,YES,86.5
C103627,0.3213672057910512,STAY,NO,0.0
C103634,0.9038853526024797,LEAVE,YES,94.5
C103636,0.8426707494304447,LEAVE,YES,83.0
C103644,0.14914292854296535,STAY,NO,0.0
C103648,0.809451210551286,LEAVE,YES,80.0
C103651,0.6885341769121069,LEAVE,YES,41.0
C103652,0.7974027370094321,LEAVE,YES,124.0
C103658,0.744781993891771,LEAVE,YES,76.5
C103663,0.29485077991885406,STAY,NO,0.0
C103670,0.6057325266389234,LEAVE,YES,65.0
C103672,0.8231947257051533,LEAVE,YES,59.0
C103675,0.2999528534296971,STAY,NO,0.0
C103676,0.495733244229117,STAY,NO,0.0
C103679,0.6886216818372158,LEAVE,YES,50.0
C103680,0.5774339736747367,LEAVE,YES,100.5
C103686,0.7610375922387113,LEAVE,YES,105.5
C103690,0.37146085487463953,STAY,NO,0.0
C103705,0.8038236123019986,LEAVE,YES,85.0
C103709,0.4170661002318849,STAY,NO,0.0
C103710,0.7015959927958324,LEAVE,YES,71.0
C103711,0.6012979773481978,LEAVE,YES,38.705136165204024
C103712,0.8340188661364683,LEAVE,YES,70.0
C103714,0.3909910076129176,STAY,NO,0.0
C103716,0.8084372962550842,LEAVE,YES,78.0
C103726,0.2603861074566096,STAY,NO,0.0
C103728,0.8885492367834764,LEAVE,YES,114.5
C103744,0.5886482354049836,LEAVE,YES,72.0
C103746,0.7068999695893813,LEAVE,YES,57.0
C103747,0.4409288005632752,STAY,NO,0.0
C103749,0.7920512000902098,LEAVE,YES,109.0
C103755,0.4997938930595087,STAY,NO,0.0
C103759,0.9270894910874199,LEAVE,YES,64.0
C103762,0.6223105336627923,LEAVE,YES,70.5
C103766,0.8437147523459291,LEAVE,YES,63.5
C103767,0.5287857630493622,LEAVE,YES,99.98743871426734
C103769,0.14116318388607788,STAY,NO,0.0
C103772,0.908706117713499,LEAVE,YES,62.0
C103776,0.9593318820049194,LEAVE,YES,84.0
C103777,0.1566042584924544,STAY,NO,0.0
C103784,0.3163304947578683,STAY,NO,0.0
C103785,0.4970807751588198,STAY,NO,0.0
C103787,0.5599131398900544,LEAVE,YES,89.5
C103790,0.8972153112372042,LEAVE,YES,41.5
C103792,0.8448264677440882,LEAVE,YES,126.5
C103797,0.8033975976926927,LEAVE,YES,75.5
C103810,0.5179503500771583,LEAVE,YES,92.03621896520018
C103814,0.29069940097600033,STAY,NO,0.0
C103815,0.41298719203782114,STAY,NO,0.0
C103817,0.8733220467558276,LEAVE,YES,77.5
C103819,0.8605442298206706,LEAVE,YES,66.0
C103820,0.7002879763393606,LEAVE,YES,83.5
C103833,0.5412301076303672,LEAVE,YES,126.5
C103838,0.25306229870110014,STAY,NO,0.0
C103840,0.8528111375092294,LEAVE,YES,48.0
C103842,0.6462843760298557,LEAVE,YES,64.5
C103847,0.8753271076070912,LEAVE,YES,51.0
C103864,0.5080638930741797,LEAVE,YES,49.44347548967902
C103867,0.30960345881564016,STAY,NO,0.0
C103869,0.28653234663363086,STAY,NO,0.0
C103870,0.4291755228910596,STAY,NO,0.0
C103871,0.3649743868222755,STAY,NO,0.0
C103874,0.3885681283046036,STAY,NO,0.0
C103875,0.5400309694338156,LEAVE,YES,113.12706103090994
C103876,0.7477456841744903,LEAVE,YES,95.5
C103879,0.6649451621657275,LEAVE,YES,48.5
C103883,0.2311173095392832,STAY,NO,0.0
C103888,0.8931000907765637,LEAVE,YES,85.0
C103892,0.6310984352274621,LEAVE,YES,50.5
C103896,0.28203760710866027,STAY,NO,0.0
C103897,0.7511047110420469,LEAVE,YES,81.0
C103902,0.24722907817392079,STAY,NO,0.0
C103904,0.9457405831035336,LEAVE,YES,42.0
C103906,0.5223949871531357,LEAVE,YES,60.523323265673326
C103910,0.7900557157968401,LEAVE,YES,77.0
C103912,0.6145731936281642,LEAVE,YES,75.0
C103917,0.8860820587517932,LEAVE,YES,51.5
C103923,0.22576179872865254,STAY,NO,0.0
C103934,0.8603918845293592,LEAVE,YES,115.5
C103935,0.1821042594099405,STAY,NO,0.0
C103938,0.42434327198463423,STAY,NO,0.0
C103939,0.8796863728395629,LEAVE,YES,79.5
C103945,0.6500926230150214,LEAVE,YES,76.5
C103946,0.6094898336726053,LEAVE,YES,57.5
C103947,0.7236255891001656,LEAVE,YES,60.5
C103953,0.3776634287518966,STAY,NO,0.0
C103956,0.782828726657637,LEAVE,YES,57.5
C103958,0.2755433933377278,STAY,NO,0.0
C103964,0.4339775582519336,STAY,NO,0.0
C103971,0.6441372619204117,LEAVE,YES,68.5
C103972,0.30368897314788224,STAY,NO,0.0
C103983,0.25644558662231537,STAY,NO,0.0
C103988,0.6223488718350892,LEAVE,YES,65.5
C103992,0.7636853002193932,LEAVE,YES,130.5
C103995,0.5153448185176417,LEAVE,YES,31.22758548141134
C103998,0.765336854993115,LEAVE,YES,82.5
C104001,0.8347492576512177,LEAVE,YES,90.5
C104004,0.4467157610943405,STAY,NO,0.0
C104005,0.854667639027569,LEAVE,YES,89.0
C104007,0.6752298424862013,LEAVE,YES,75.0
C104011,0.38683533305281304,STAY,NO,0.0
C104013,0.8435212101888695,LEAVE,YES,108.0
C104016,0.7031426199271066,LEAVE,YES,121.5
C104018,0.9256193468040168,LEAVE,YES,59.5
C104021,0.5122290125739827,LEAVE,YES,54.028626571747836
C104022,0.5230420075130615,LEAVE,YES,96.70056953266455
C104025,0.4614744365236359,STAY,NO,0.0
C104027,0.9180293608232145,LEAVE,YES,99.0
C104028,0.5153692371245573,LEAVE,YES,124.51137088950946
C104030,0.5059638240332717,LEAVE,YES,84.10927127018853
C104032,0.5443478435858761,LEAVE,YES,76.5513071301543
C104035,0.718088476775021,LEAVE,YES,43.0
C104038,0.5709179971126905,LEAVE,YES,65.36117561887515
C104045,0.28790052219748175,STAY,NO,0.0
C104046,0.8545044838561078,LEAVE,YES,117.0
C104054,0.5836564790769835,LEAVE,YES,35.52520536800471
C104057,0.6090671184716339,LEAVE,YES,68.5
C104062,0.4318903762567912,STAY,NO,0.0
C104068,0.8014715311576288,LEAVE,YES,135.5
C104071,0.7557615669669611,LEAVE,YES,81.5
C104088,0.8459799134174875,LEAVE,YES,49.0
C104094,0.8194467434127769,LEAVE,YES,132.0
C104098,0.3093277812512584,STAY,NO,0.0
C104099,0.8656191451679436,LEAVE,YES,41.0
C104100,0.3869485866643459,STAY,NO,0.0
C104101,0.5033962380040923,LEAVE,YES,41.84981251442151
C104105,0.7472612054616116,LEAVE,YES,83.0
C104110,0.7459454482746541,LEAVE,YES,81.0
C104111,0.6625275995584452,LEAVE,YES,69.0
C104115,0.7148621989452221,LEAVE,YES,100.5
C104126,0.38997193185349865,STAY,NO,0.0
C104129,0.8115473488880812,LEAVE,YES,103.0
C104136,0.19909265458407852,STAY,NO,0.0
C104139,0.2894402965492175,STAY,NO,0.0
C104144,0.6597433359956785,LEAVE,YES,81.5
C104154,0.7649333174798236,LEAVE,YES,56.0
C104157,0.5170798423329942,LEAVE,YES,56.70329966095625
C104160,0.25350155604638025,STAY,NO,0.0
C104161,0.8572222061405058,LEAVE,YES,95.0
C104162,0.6398819254534831,LEAVE,YES,47.5
C104163,0.7810056753552342,LEAVE,YES,52.5
C104166,0.8858520782258996,LEAVE,YES,114.0
C104169,0.7400625493993742,LEAVE,YES,40.5
C104173,0.8757350751532565,LEAVE,YES,68.5
C104175,0.8250589884994568,LEAVE,YES,74.5
C104178,0.6528519278458511,LEAVE,YES,65.5
C104182,0.9242270459141219,LEAVE,YES,69.5
C104188,0.7213369585962031,LEAVE,YES,48.0
C104192,0.8477636872813196,LEAVE,YES,61.0
C104200,0.5806780549983787,LEAVE,YES,64.5
C104204,0.48545644952454514,STAY,NO,0.0
C104205,0.8326196133934417,LEAVE,YES,116.5
C104211,0.7263466098767624,LEAVE,YES,54.5
C104213,0.7502511132086882,LEAVE,YES,122.0
C104219,0.39049030461424883,STAY,NO,0.0
C104224,0.9422967617903357,LEAVE,YES,131.5
C104226,0.3945158204011642,STAY,NO,0.0
C104229,0.7916577421742688,LEAVE,YES,44.5
C104230,0.21567646564358667,STAY,NO,0.0
C104234,0.8298034373639448,LEAVE,YES,81.5
C104239,0.4949408016691989,STAY,NO,0.0
C104242,0.1786744050643474,STAY,NO,0.0
C104245,0.7784102393400565,LEAVE,YES,47.5
C104246,0.7714541072284352,LEAVE,YES,83.0
C104247,0.19711117635670436,STAY,NO,0.0
C104265,0.5291683278580164,LEAVE,YES,77.84194242443071
C104266,0.8675318870195813,LEAVE,YES,76.5
C104268,0.4924337278452357,STAY,NO,0.0
C104270,0.576684423008717,LEAVE,YES,77.0
C104271,0.4121890593772561,STAY,NO,0.0
